timestamp,UV index,insolation,rainfall,airTemp,airDensity,windSpeed
20160412 11:00,3.3,99,3,10.7,1.27,5
20160412 11:30,3.7,111,2.5,11.3,1.27,5
20160412 12:00,4,120,2,12,1.27,5
20160412 12:30,3.7,111,6.5,12.2,1.27,5
20160412 13:00,3.3,99,11,12.3,1.27,5
20160412 13:30,3,90,15.5,12.5,1.27,5
20160412 14:00,2.7,81,20,12.7,1.27,5
20160412 14:30,2.3,69,24.5,12.8,1.27,5
20160412 15:00,2,60,29,13,1.27,5
20160412 15:30,1.8,54,29.3,12.7,1.27,5
20160412 16:00,1.7,51,29.7,12.3,1.27,5
20160412 16:30,1.5,45,30,12,1.27,5
20160412 17:00,1.3,39,30.3,11.7,1.27,5
20160412 17:30,1.2,36,30.7,11.3,1.27,5
20160412 18:00,1,30,31,11,1.27,5
20160412 18:30,0.8,24,26.2,10.5,1.27,5
20160412 19:00,0.7,21,21.3,10,1.27,5
20160412 19:30,0.5,15,16.5,9.5,1.27,5
20160412 20:00,0.3,9,11.7,9,1.27,5
20160412 20:30,0.2,6,6.8,8.5,1.27,5
20160412 21:00,0,0,2,8,1.27,5
20160412 21:30,0,0,1.8,7.7,1.27,5
20160412 22:00,0,0,1.7,7.3,1.27,5
20160412 22:30,0,0,1.5,7,1.27,5
20160412 23:00,0,0,1.3,6.7,1.27,5
20160412 23:30,0,0,1.2,6.3,1.27,5
20160413 00:00,0,0,0,7,1.27,5
20160413 00:30,0,0,0,6.7,1.27,5
20160413 01:00,0,0,0,6.3,1.27,5
20160413 01:30,0,0,0,6,1.27,5
20160413 02:00,0,0,0,5.7,1.27,5
20160413 02:30,0,0,0,5.3,1.27,5
20160413 03:00,0,0,0,5,1.27,5
20160413 03:30,0.2,6,0.7,5,1.27,5
20160413 04:00,0.3,9,1.3,5,1.27,5
20160413 04:30,0.5,15,2,5,1.27,5
20160413 05:00,0.7,21,2.7,5,1.27,5
20160413 05:30,0.8,24,3.3,5,1.27,5
20160413 06:00,1,30,4,5,1.27,5
20160413 06:30,1.3,39,3.5,5.7,1.27,5
20160413 07:00,1.7,51,3,6.3,1.27,5
20160413 07:30,2,60,2.5,7,1.27,5
20160413 08:00,2.3,69,2,7.7,1.27,5
20160413 08:30,2.7,81,1.5,8.3,1.27,5
20160413 09:00,3,90,1,9,1.27,5
20160413 09:30,3.3,99,1,9.8,1.27,5
20160413 10:00,3.7,111,1,10.7,1.27,5
20160413 10:30,4,120,1,11.5,1.27,5
20160413 11:00,4.3,129,1,12.3,1.27,5
20160413 11:30,4.7,141,1,13.2,1.27,5
20160413 12:00,5,150,1,14,1.27,5
20160413 12:30,4.5,135,2,14,1.27,5
20160413 13:00,4,120,3,14,1.27,5
20160413 13:30,3.5,105,4,14,1.27,5
20160413 14:00,3,90,5,14,1.27,5
20160413 14:30,2.5,75,6,14,1.27,5
20160413 15:00,2,60,7,14,1.27,5
20160413 15:30,1.8,54,7.3,13.7,1.27,5
20160413 16:00,1.7,51,7.7,13.3,1.27,5
20160413 16:30,1.5,45,8,13,1.27,5
20160413 17:00,1.3,39,8.3,12.7,1.27,5
20160413 17:30,1.2,36,8.7,12.3,1.27,5
20160413 18:00,1,30,9,12,1.27,5
20160413 18:30,0.8,24,9,11.5,1.27,5
20160413 19:00,0.7,21,9,11,1.27,5
20160413 19:30,0.5,15,9,10.5,1.27,5
20160413 20:00,0.3,9,9,10,1.27,5
20160413 20:30,0.2,6,9,9.5,1.27,5
20160413 21:00,0,0,9,9,1.27,5
20160413 21:30,0,0,12.7,8.8,1.27,5
20160413 22:00,0,0,16.3,8.7,1.27,5
20160413 22:30,0,0,20,8.5,1.27,5
20160413 23:00,0,0,23.7,8.3,1.27,5
20160413 23:30,0,0,27.3,8.2,1.27,5
20160414 00:00,0,0,37,9,1.27,5
20160414 00:30,0,0,31.7,8.8,1.27,5
20160414 01:00,0,0,26.3,8.7,1.27,5
20160414 01:30,0,0,21,8.5,1.27,5
20160414 02:00,0,0,15.7,8.3,1.27,5
20160414 02:30,0,0,10.3,8.2,1.27,5
20160414 03:00,0,0,5,8,1.27,5
20160414 03:30,0.2,6,10.7,8,1.27,5
20160414 04:00,0.3,9,16.3,8,1.27,5
20160414 04:30,0.5,15,22,8,1.27,5
20160414 05:00,0.7,21,27.7,8,1.27,5
20160414 05:30,0.8,24,33.3,8,1.27,5
20160414 06:00,1,30,39,8,1.27,5
20160414 06:30,1.3,39,40.5,8.3,1.27,5
20160414 07:00,1.7,51,42,8.7,1.27,5
20160414 07:30,2,60,43.5,9,1.27,5
20160414 08:00,2.3,69,45,9.3,1.27,5
20160414 08:30,2.7,81,46.5,9.7,1.27,5
20160414 09:00,3,90,48,10,1.27,5
20160414 09:30,3.2,96,47.8,10.3,1.27,5
20160414 10:00,3.3,99,47.7,10.7,1.27,5
20160414 10:30,3.5,105,47.5,11,1.27,5
20160414 11:00,3.7,111,47.3,11.3,1.27,5
20160414 11:30,3.8,114,47.2,11.7,1.27,5
20160414 12:00,4,120,47,12,1.27,5
20160414 12:30,3.7,111,46.3,12.2,1.27,5
20160414 13:00,3.3,99,45.7,12.3,1.27,5
20160414 13:30,3,90,45,12.5,1.27,5
20160414 14:00,2.7,81,44.3,12.7,1.27,5
20160414 14:30,2.3,69,43.7,12.8,1.27,5
20160414 15:00,2,60,43,13,1.27,5
20160414 15:30,1.8,54,37.7,12.8,1.27,5
20160414 16:00,1.7,51,32.3,12.7,1.27,5
20160414 16:30,1.5,45,27,12.5,1.27,5
20160414 17:00,1.3,39,21.7,12.3,1.27,5
20160414 17:30,1.2,36,16.3,12.2,1.27,5
20160414 18:00,1,30,11,12,1.27,5
20160414 18:30,0.8,24,17.8,11.5,1.27,5
20160414 19:00,0.7,21,24.7,11,1.27,5
20160414 19:30,0.5,15,31.5,10.5,1.27,5
20160414 20:00,0.3,9,38.3,10,1.27,5
20160414 20:30,0.2,6,45.2,9.5,1.27,5
20160414 21:00,0,0,52,9,1.27,5
20160414 21:30,0,0,56.5,9,1.27,5
20160414 22:00,0,0,61,9,1.27,5
20160414 22:30,0,0,65.5,9,1.27,5
20160414 23:00,0,0,70,9,1.27,5
20160414 23:30,0,0,74.5,9,1.27,5
20160415 00:00,0,0,61,9,1.27,5
20160415 00:30,0,0,64.5,8.8,1.27,5
20160415 01:00,0,0,68,8.7,1.27,5
20160415 01:30,0,0,71.5,8.5,1.27,5
20160415 02:00,0,0,75,8.3,1.27,5
20160415 02:30,0,0,78.5,8.2,1.27,5
20160415 03:00,0,0,82,8,1.27,5
20160415 03:30,0.2,6,76.2,8,1.27,5
20160415 04:00,0.3,9,70.3,8,1.27,5
20160415 04:30,0.5,15,64.5,8,1.27,5
20160415 05:00,0.7,21,58.7,8,1.27,5
20160415 05:30,0.8,24,52.8,8,1.27,5
20160415 06:00,1,30,47,8,1.27,5
20160415 06:30,1.2,36,46.7,8.2,1.27,5
20160415 07:00,1.3,39,46.3,8.3,1.27,5
20160415 07:30,1.5,45,46,8.5,1.27,5
20160415 08:00,1.7,51,45.7,8.7,1.27,5
20160415 08:30,1.8,54,45.3,8.8,1.27,5
20160415 09:00,2,60,45,9,1.27,5
20160415 09:30,2.2,66,51,9.2,1.27,5
20160415 10:00,2.3,69,57,9.3,1.27,5
20160415 10:30,2.5,75,63,9.5,1.27,5
20160415 11:00,2.7,81,69,9.7,1.27,5
20160415 11:30,2.8,84,75,9.8,1.27,5
20160415 12:00,3,90,81,10,1.27,5
20160415 12:30,2.8,84,75.7,10,1.27,5
20160415 13:00,2.7,81,70.3,10,1.27,5
20160415 13:30,2.5,75,65,10,1.27,5
20160415 14:00,2.3,69,59.7,10,1.27,5
20160415 14:30,2.2,66,54.3,10,1.27,5
20160415 15:00,2,60,49,10,1.27,5
20160415 15:30,1.8,54,43.5,9.8,1.27,5
20160415 16:00,1.7,51,38,9.7,1.27,5
20160415 16:30,1.5,45,32.5,9.5,1.27,5
20160415 17:00,1.3,39,27,9.3,1.27,5
20160415 17:30,1.2,36,21.5,9.2,1.27,5
20160415 18:00,1,30,16,9,1.27,5
20160415 18:30,0.8,24,20.8,8.7,1.27,5
20160415 19:00,0.7,21,25.7,8.3,1.27,5
20160415 19:30,0.5,15,30.5,8,1.27,5
20160415 20:00,0.3,9,35.3,7.7,1.27,5
20160415 20:30,0.2,6,40.2,7.3,1.27,5
20160415 21:00,0,0,45,7,1.27,5
20160415 21:30,0,0,39.8,6.8,1.27,5
20160415 22:00,0,0,34.7,6.7,1.27,5
20160415 22:30,0,0,29.5,6.5,1.27,5
20160415 23:00,0,0,24.3,6.3,1.27,5
20160415 23:30,0,0,19.2,6.2,1.27,5
20160416 00:00,0,0,8,6,1.27,5
20160416 00:30,0,0,14.8,5.8,1.27,5
20160416 01:00,0,0,21.7,5.7,1.27,5
20160416 01:30,0,0,28.5,5.5,1.27,5
20160416 02:00,0,0,35.3,5.3,1.27,5
20160416 02:30,0,0,42.2,5.2,1.27,5
20160416 03:00,0,0,49,5,1.27,5
20160416 03:30,0.2,6,54.8,4.8,1.27,5
20160416 04:00,0.3,9,60.7,4.7,1.27,5
20160416 04:30,0.5,15,66.5,4.5,1.27,5
20160416 05:00,0.7,21,72.3,4.3,1.27,5
20160416 05:30,0.8,24,78.2,4.2,1.27,5
20160416 06:00,1,30,84,4,1.27,5
20160416 06:30,1.2,36,79.7,4,1.27,5
20160416 07:00,1.3,39,75.3,4,1.27,5
20160416 07:30,1.5,45,71,4,1.27,5
20160416 08:00,1.7,51,66.7,4,1.27,5
20160416 08:30,1.8,54,62.3,4,1.27,5
20160416 09:00,2,60,58,4,1.27,5
20160416 09:30,2.3,69,50.3,4.3,1.27,5
20160416 10:00,2.7,81,42.7,4.7,1.27,5
20160416 10:30,3,90,35,5,1.27,5
20160416 11:00,3.3,99,27.3,5.3,1.27,5
20160416 11:30,3.7,111,19.7,5.7,1.27,5
20160416 12:00,4,120,12,6,1.27,5
20160416 12:30,3.7,111,11.8,6.3,1.27,5
20160416 13:00,3.3,99,11.7,6.7,1.27,5
20160416 13:30,3,90,11.5,7,1.27,5
20160416 14:00,2.7,81,11.3,7.3,1.27,5
20160416 14:30,2.3,69,11.2,7.7,1.27,5
20160416 15:00,2,60,11,8,1.27,5
20160416 15:30,1.8,54,14.7,7.7,1.27,5
20160416 16:00,1.7,51,18.3,7.3,1.27,5
20160416 16:30,1.5,45,22,7,1.27,5
20160416 17:00,1.3,39,25.7,6.7,1.27,5
20160416 17:30,1.2,36,29.3,6.3,1.27,5
20160416 18:00,1,30,33,6,1.27,5
20160416 18:30,0.8,24,34.8,5.5,1.27,5
20160416 19:00,0.7,21,36.7,5,1.27,5
20160416 19:30,0.5,15,38.5,4.5,1.27,5
20160416 20:00,0.3,9,40.3,4,1.27,5
20160416 20:30,0.2,6,42.2,3.5,1.27,5
20160416 21:00,0,0,44,3,1.27,5
20160416 21:30,0,0,37.2,2.8,1.27,5
20160416 22:00,0,0,30.3,2.7,1.27,5
20160416 22:30,0,0,23.5,2.5,1.27,5
20160416 23:00,0,0,16.7,2.3,1.27,5
20160416 23:30,0,0,9.8,2.2,1.27,5
20160417 00:00,0,0,0,2,1.27,5
20160417 00:30,0,0,0,1.8,1.27,5
20160417 01:00,0,0,0,1.7,1.27,5
20160417 01:30,0,0,0,1.5,1.27,5
20160417 02:00,0,0,0,1.3,1.27,5
20160417 02:30,0,0,0,1.2,1.27,5
20160417 03:00,0,0,0,1,1.27,5
20160417 03:30,0.2,6,0,1,1.27,5
20160417 04:00,0.3,9,0,1,1.27,5
20160417 04:30,0.5,15,0,1,1.27,5
20160417 05:00,0.7,21,0,1,1.27,5
20160417 05:30,0.8,24,0,1,1.27,5
20160417 06:00,1,30,0,1,1.27,5
20160417 06:30,1.3,39,0,1.8,1.27,5
20160417 07:00,1.7,51,0,2.7,1.27,5
20160417 07:30,2,60,0,3.5,1.27,5
20160417 08:00,2.3,69,0,4.3,1.27,5
20160417 08:30,2.7,81,0,5.2,1.27,5
20160417 09:00,3,90,0,6,1.27,5
20160417 09:30,3.3,99,0.2,6.5,1.27,5
20160417 10:00,3.7,111,0.3,7,1.27,5
20160417 10:30,4,120,0.5,7.5,1.27,5
20160417 11:00,4.3,129,0.7,8,1.27,5
20160417 11:30,4.7,141,0.8,8.5,1.27,5
20160417 12:00,5,150,1,9,1.27,5
20160417 12:30,4.5,135,1.7,9.2,1.27,5
20160417 13:00,4,120,2.3,9.3,1.27,5
20160417 13:30,3.5,105,3,9.5,1.27,5
20160417 14:00,3,90,3.7,9.7,1.27,5
20160417 14:30,2.5,75,4.3,9.8,1.27,5
20160417 15:00,2,60,5,10,1.27,5
20160417 15:30,1.8,54,5,9.8,1.27,5
20160417 16:00,1.7,51,5,9.7,1.27,5
20160417 16:30,1.5,45,5,9.5,1.27,5
20160417 17:00,1.3,39,5,9.3,1.27,5
20160417 17:30,1.2,36,5,9.2,1.27,5
20160417 18:00,1,30,5,9,1.27,5
20160417 18:30,0.8,24,5,8.7,1.27,5
20160417 19:00,0.7,21,5,8.3,1.27,5
20160417 19:30,0.5,15,5,8,1.27,5
20160417 20:00,0.3,9,5,7.7,1.27,5
20160417 20:30,0.2,6,5,7.3,1.27,5
20160417 21:00,0,0,5,7,1.27,5
20160417 21:30,0,0,4.8,6.7,1.27,5
20160417 22:00,0,0,4.7,6.3,1.27,5
20160417 22:30,0,0,4.5,6,1.27,5
20160417 23:00,0,0,4.3,5.7,1.27,5
20160417 23:30,0,0,4.2,5.3,1.27,5
20160418 00:00,0,0,0,5,1.27,5
20160418 00:30,0,0,0.2,4.7,1.27,5
20160418 01:00,0,0,0.3,4.3,1.27,5
20160418 01:30,0,0,0.5,4,1.27,5
20160418 02:00,0,0,0.7,3.7,1.27,5
20160418 02:30,0,0,0.8,3.3,1.27,5
20160418 03:00,0,0,1,3,1.27,5
20160418 03:30,0.2,6,2.2,3.3,1.27,5
20160418 04:00,0.3,9,3.3,3.7,1.27,5
20160418 04:30,0.5,15,4.5,4,1.27,5
20160418 05:00,0.7,21,5.7,4.3,1.27,5
20160418 05:30,0.8,24,6.8,4.7,1.27,5
20160418 06:00,1,30,8,5,1.27,5
20160418 06:30,1.3,39,7.5,5.7,1.27,5
20160418 07:00,1.7,51,7,6.3,1.27,5
20160418 07:30,2,60,6.5,7,1.27,5
20160418 08:00,2.3,69,6,7.7,1.27,5
20160418 08:30,2.7,81,5.5,8.3,1.27,5
20160418 09:00,3,90,5,9,1.27,5
20160418 09:30,3,90,5.8,9.2,1.27,5
20160418 10:00,3,90,6.7,9.3,1.27,5
20160418 10:30,3,90,7.5,9.5,1.27,5
20160418 11:00,3,90,8.3,9.7,1.27,5
20160418 11:30,3,90,9.2,9.8,1.27,5
20160418 12:00,3,90,10,10,1.27,5
20160418 12:30,2.8,84,9.8,10.2,1.27,5
20160418 13:00,2.7,81,9.7,10.3,1.27,5
20160418 13:30,2.5,75,9.5,10.5,1.27,5
20160418 14:00,2.3,69,9.3,10.7,1.27,5
20160418 14:30,2.2,66,9.2,10.8,1.27,5
20160418 15:00,2,60,9,11,1.27,5
20160418 15:30,1.8,54,14.8,10.7,1.27,5
20160418 16:00,1.7,51,20.7,10.3,1.27,5
20160418 16:30,1.5,45,26.5,10,1.27,5
20160418 17:00,1.3,39,32.3,9.7,1.27,5
20160418 17:30,1.2,36,38.2,9.3,1.27,5
20160418 18:00,1,30,44,9,1.27,5
20160418 18:30,0.8,24,38.5,8.8,1.27,5
20160418 19:00,0.7,21,33,8.7,1.27,5
20160418 19:30,0.5,15,27.5,8.5,1.27,5
20160418 20:00,0.3,9,22,8.3,1.27,5
20160418 20:30,0.2,6,16.5,8.2,1.27,5
20160418 21:00,0,0,11,8,1.27,5
20160418 21:30,0,0,10.7,7.8,1.27,5
20160418 22:00,0,0,10.3,7.7,1.27,5
20160418 22:30,0,0,10,7.5,1.27,5
20160418 23:00,0,0,9.7,7.3,1.27,5
20160418 23:30,0,0,9.3,7.2,1.27,5
20160419 00:00,0,0,9,8,1.27,5
20160419 00:30,0,0,9,7.8,1.27,5
20160419 01:00,0,0,9,7.7,1.27,5
20160419 01:30,0,0,9,7.5,1.27,5
20160419 02:00,0,0,9,7.3,1.27,5
20160419 02:30,0,0,9,7.2,1.27,5
20160419 03:00,0,0,9,7,1.27,5
20160419 03:30,0.2,6,9,7,1.27,5
20160419 04:00,0.3,9,9,7,1.27,5
20160419 04:30,0.5,15,9,7,1.27,5
20160419 05:00,0.7,21,9,7,1.27,5
20160419 05:30,0.8,24,9,7,1.27,5
20160419 06:00,1,30,9,7,1.27,5
20160419 06:30,1.2,36,8.8,7.5,1.27,5
20160419 07:00,1.3,39,8.7,8,1.27,5
20160419 07:30,1.5,45,8.5,8.5,1.27,5
20160419 08:00,1.7,51,8.3,9,1.27,5
20160419 08:30,1.8,54,8.2,9.5,1.27,5
20160419 09:00,2,60,8,10,1.27,5
20160419 09:30,2.2,66,8.2,10.2,1.27,5
20160419 10:00,2.3,69,8.3,10.3,1.27,5
20160419 10:30,2.5,75,8.5,10.5,1.27,5
20160419 11:00,2.7,81,8.7,10.7,1.27,5
20160419 11:30,2.8,84,8.8,10.8,1.27,5
20160419 12:00,3,90,9,11,1.27,5
20160419 12:30,2.8,84,8,11.2,1.27,5
20160419 13:00,2.7,81,7,11.3,1.27,5
20160419 13:30,2.5,75,6,11.5,1.27,5
20160419 14:00,2.3,69,5,11.7,1.27,5
20160419 14:30,2.2,66,4,11.8,1.27,5
20160419 15:00,2,60,3,12,1.27,5
20160419 15:30,1.8,54,2.5,12,1.27,5
20160419 16:00,1.7,51,2,12,1.27,5
20160419 16:30,1.5,45,1.5,12,1.27,5
20160419 17:00,1.3,39,1,12,1.27,5
20160419 17:30,1.2,36,0.5,12,1.27,5
20160419 18:00,1,30,0,12,1.27,5
20160419 18:30,0.8,24,0,11.3,1.27,5
20160419 19:00,0.7,21,0,10.7,1.27,5
20160419 19:30,0.5,15,0,10,1.27,5
20160419 20:00,0.3,9,0,9.3,1.27,5
20160419 20:30,0.2,6,0,8.7,1.27,5
20160419 21:00,0,0,0,8,1.27,5
20160419 21:30,0,0,0,7.7,1.27,5
20160419 22:00,0,0,0,7.3,1.27,5
20160419 22:30,0,0,0,7,1.27,5
20160419 23:00,0,0,0,6.7,1.27,5
20160419 23:30,0,0,0,6.3,1.27,5
20160420 00:00,0,0,0,7,1.27,5
20160420 00:30,0,0,0,6.5,1.27,5
20160420 01:00,0,0,0,6,1.27,5
20160420 01:30,0,0,0,5.5,1.27,5
20160420 02:00,0,0,0,5,1.27,5
20160420 02:30,0,0,0,4.5,1.27,5
20160420 03:00,0,0,0,4,1.27,5
20160420 03:30,0.2,6,0,3.8,1.27,5
20160420 04:00,0.3,9,0,3.7,1.27,5
20160420 04:30,0.5,15,0,3.5,1.27,5
20160420 05:00,0.7,21,0,3.3,1.27,5
20160420 05:30,0.8,24,0,3.2,1.27,5
20160420 06:00,1,30,0,3,1.27,5
20160420 06:30,1.3,39,0,4,1.27,5
20160420 07:00,1.7,51,0,5,1.27,5
20160420 07:30,2,60,0,6,1.27,5
20160420 08:00,2.3,69,0,7,1.27,5
20160420 08:30,2.7,81,0,8,1.27,5
20160420 09:00,3,90,0,9,1.27,5
20160420 09:30,3.3,99,0,9.5,1.27,5
20160420 10:00,3.7,111,0,10,1.27,5
20160420 10:30,4,120,0,10.5,1.27,5
20160420 11:00,4.3,129,0,11,1.27,5
20160420 11:30,4.7,141,0,11.5,1.27,5
20160420 12:00,5,150,0,12,1.27,5
20160420 12:30,4.7,141,0,12.3,1.27,5
20160420 13:00,4.3,129,0,12.7,1.27,5
20160420 13:30,4,120,0,13,1.27,5
20160420 14:00,3.7,111,0,13.3,1.27,5
20160420 14:30,3.3,99,0,13.7,1.27,5
20160420 15:00,3,90,0,14,1.27,5
20160420 15:30,2.7,81,0.7,13.7,1.27,5
20160420 16:00,2.3,69,1.3,13.3,1.27,5
20160420 16:30,2,60,2,13,1.27,5
20160420 17:00,1.7,51,2.7,12.7,1.27,5
20160420 17:30,1.3,39,3.3,12.3,1.27,5
20160420 18:00,1,30,4,12,1.27,5
20160420 18:30,0.8,24,4,11.3,1.27,5
20160420 19:00,0.7,21,4,10.7,1.27,5
20160420 19:30,0.5,15,4,10,1.27,5
20160420 20:00,0.3,9,4,9.3,1.27,5
20160420 20:30,0.2,6,4,8.7,1.27,5
20160420 21:00,0,0,4,8,1.27,5
20160420 21:30,0,0,4.2,7.5,1.27,5
20160420 22:00,0,0,4.3,7,1.27,5
20160420 22:30,0,0,4.5,6.5,1.27,5
20160420 23:00,0,0,4.7,6,1.27,5
20160420 23:30,0,0,4.8,5.5,1.27,5
20160421 00:00,0,0,4,6,1.27,5
20160421 00:30,0,0,3.3,5.8,1.27,5
20160421 01:00,0,0,2.7,5.7,1.27,5
20160421 01:30,0,0,2,5.5,1.27,5
20160421 02:00,0,0,1.3,5.3,1.27,5
20160421 02:30,0,0,0.7,5.2,1.27,5
20160421 03:00,0,0,0,5,1.27,5
20160421 03:30,0.2,6,0.8,5,1.27,5
20160421 04:00,0.3,9,1.7,5,1.27,5
20160421 04:30,0.5,15,2.5,5,1.27,5
20160421 05:00,0.7,21,3.3,5,1.27,5
20160421 05:30,0.8,24,4.2,5,1.27,5
20160421 06:00,1,30,5,5,1.27,5
20160421 06:30,1.2,36,5,5.7,1.27,5
20160421 07:00,1.3,39,5,6.3,1.27,5
20160421 07:30,1.5,45,5,7,1.27,5
20160421 08:00,1.7,51,5,7.7,1.27,5
20160421 08:30,1.8,54,5,8.3,1.27,5
20160421 09:00,2,60,5,9,1.27,5
20160421 09:30,2.3,69,5,9.7,1.27,5
20160421 10:00,2.7,81,5,10.3,1.27,5
20160421 10:30,3,90,5,11,1.27,5
20160421 11:00,3.3,99,5,11.7,1.27,5
20160421 11:30,3.7,111,5,12.3,1.27,5
20160421 12:00,4,120,5,13,1.27,5
20160421 12:30,3.7,111,5.3,13.2,1.27,5
20160421 13:00,3.3,99,5.7,13.3,1.27,5
20160421 13:30,3,90,6,13.5,1.27,5
20160421 14:00,2.7,81,6.3,13.7,1.27,5
20160421 14:30,2.3,69,6.7,13.8,1.27,5
20160421 15:00,2,60,7,14,1.27,5
20160421 15:30,1.8,54,6.7,13.7,1.27,5
20160421 16:00,1.7,51,6.3,13.3,1.27,5
20160421 16:30,1.5,45,6,13,1.27,5
20160421 17:00,1.3,39,5.7,12.7,1.27,5
20160421 17:30,1.2,36,5.3,12.3,1.27,5
20160421 18:00,1,30,5,12,1.27,5
20160421 18:30,0.8,24,5,11.7,1.27,5
20160421 19:00,0.7,21,5,11.3,1.27,5
20160421 19:30,0.5,15,5,11,1.27,5
20160421 20:00,0.3,9,5,10.7,1.27,5
20160421 20:30,0.2,6,5,10.3,1.27,5
20160421 21:00,0,0,5,10,1.27,5
20160421 21:30,0,0,5,9.5,1.27,5
20160421 22:00,0,0,5,9,1.27,5
20160421 22:30,0,0,5,8.5,1.27,5
20160421 23:00,0,0,5,8,1.27,5
20160421 23:30,0,0,5,7.5,1.27,5
20160422 00:00,0,0,4,8,1.27,5
20160422 00:30,0,0,4.2,7.8,1.27,5
20160422 01:00,0,0,4.3,7.7,1.27,5
20160422 01:30,0,0,4.5,7.5,1.27,5
20160422 02:00,0,0,4.7,7.3,1.27,5
20160422 02:30,0,0,4.8,7.2,1.27,5
20160422 03:00,0,0,5,7,1.27,5
20160422 03:30,0.2,6,5,7,1.27,5
20160422 04:00,0.3,9,5,7,1.27,5
20160422 04:30,0.5,15,5,7,1.27,5
20160422 05:00,0.7,21,5,7,1.27,5
20160422 05:30,0.8,24,5,7,1.27,5
20160422 06:00,1,30,5,7,1.27,5
20160422 06:30,1.2,36,5.5,7.2,1.27,5
20160422 07:00,1.3,39,6,7.3,1.27,5
20160422 07:30,1.5,45,6.5,7.5,1.27,5
20160422 08:00,1.7,51,7,7.7,1.27,5
20160422 08:30,1.8,54,7.5,7.8,1.27,5
20160422 09:00,2,60,8,8,1.27,5
20160422 09:30,2,60,9.2,8.2,1.27,5
20160422 10:00,2,60,10.3,8.3,1.27,5
20160422 10:30,2,60,11.5,8.5,1.27,5
20160422 11:00,2,60,12.7,8.7,1.27,5
20160422 11:30,2,60,13.8,8.8,1.27,5
20160422 12:00,2,60,15,9,1.27,5
20160422 12:30,1.8,54,20.2,9,1.27,5
20160422 13:00,1.7,51,25.3,9,1.27,5
20160422 13:30,1.5,45,30.5,9,1.27,5
20160422 14:00,1.3,39,35.7,9,1.27,5
20160422 14:30,1.2,36,40.8,9,1.27,5
20160422 15:00,1,30,46,9,1.27,5
20160422 15:30,1,30,47.7,8.7,1.27,5
20160422 16:00,1,30,49.3,8.3,1.27,5
20160422 16:30,1,30,51,8,1.27,5
20160422 17:00,1,30,52.7,7.7,1.27,5
20160422 17:30,1,30,54.3,7.3,1.27,5
20160422 18:00,1,30,56,7,1.27,5
20160422 18:30,0.8,24,55,6.8,1.27,5
20160422 19:00,0.7,21,54,6.7,1.27,5
20160422 19:30,0.5,15,53,6.5,1.27,5
20160422 20:00,0.3,9,52,6.3,1.27,5
20160422 20:30,0.2,6,51,6.2,1.27,5
20160422 21:00,0,0,50,6,1.27,5
20160422 21:30,0,0,44,5.8,1.27,5
20160422 22:00,0,0,38,5.7,1.27,5
20160422 22:30,0,0,32,5.5,1.27,5
20160422 23:00,0,0,26,5.3,1.27,5
20160422 23:30,0,0,20,5.2,1.27,5
20160423 00:00,0,0,12,5,1.27,5
20160423 00:30,0,0,10,4.7,1.27,5
20160423 01:00,0,0,8,4.3,1.27,5
20160423 01:30,0,0,6,4,1.27,5
20160423 02:00,0,0,4,3.7,1.27,5
20160423 02:30,0,0,2,3.3,1.27,5
20160423 03:00,0,0,0,3,1.27,5
20160423 03:30,0.2,6,0,3,1.27,5
20160423 04:00,0.3,9,0,3,1.27,5
20160423 04:30,0.5,15,0,3,1.27,5
20160423 05:00,0.7,21,0,3,1.27,5
20160423 05:30,0.8,24,0,3,1.27,5
20160423 06:00,1,30,0,3,1.27,5
20160423 06:30,1.3,39,0,3.7,1.27,5
20160423 07:00,1.7,51,0,4.3,1.27,5
20160423 07:30,2,60,0,5,1.27,5
20160423 08:00,2.3,69,0,5.7,1.27,5
20160423 08:30,2.7,81,0,6.3,1.27,5
20160423 09:00,3,90,0,7,1.27,5
20160423 09:30,3.3,99,0.2,7.3,1.27,5
20160423 10:00,3.7,111,0.3,7.7,1.27,5
20160423 10:30,4,120,0.5,8,1.27,5
20160423 11:00,4.3,129,0.7,8.3,1.27,5
20160423 11:30,4.7,141,0.8,8.7,1.27,5
20160423 12:00,5,150,1,9,1.27,5
20160423 12:30,4.5,135,1.7,9.2,1.27,5
20160423 13:00,4,120,2.3,9.3,1.27,5
20160423 13:30,3.5,105,3,9.5,1.27,5
20160423 14:00,3,90,3.7,9.7,1.27,5
20160423 14:30,2.5,75,4.3,9.8,1.27,5
20160423 15:00,2,60,5,10,1.27,5
20160423 15:30,1.8,54,4.8,9.8,1.27,5
20160423 16:00,1.7,51,4.7,9.7,1.27,5
20160423 16:30,1.5,45,4.5,9.5,1.27,5
20160423 17:00,1.3,39,4.3,9.3,1.27,5
20160423 17:30,1.2,36,4.2,9.2,1.27,5
20160423 18:00,1,30,4,9,1.27,5
20160423 18:30,0.8,24,3.5,8.3,1.27,5
20160423 19:00,0.7,21,3,7.7,1.27,5
20160423 19:30,0.5,15,2.5,7,1.27,5
20160423 20:00,0.3,9,2,6.3,1.27,5
20160423 20:30,0.2,6,1.5,5.7,1.27,5
20160423 21:00,0,0,1,5,1.27,5
20160423 21:30,0,0,1.2,4.8,1.27,5
20160423 22:00,0,0,1.3,4.7,1.27,5
20160423 22:30,0,0,1.5,4.5,1.27,5
